"record_id","source_path","target_path","target_anchor","fragment_id","owner","service","section","surface","consumer_surfaces","capability","slice_id","integration_scope","layer","artifact_type","imports","runtime_data","api_binding","db_dependency","auth_dependency","wlt_dependency","ui_kit_compliance","test_coverage","evidence","decision","action","risk","rollback","status","next_action"
"EXT-0262","SPEC:WLT-004:client","services/wlt/clients/generated/wallet-finance-summary","section:wallet-finance","fragment:EXT-0262","wlt","wlt","wallet-finance","shared","","wallet-finance-summary","WLT-004","wlt-read-only","client","planned-client","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0263","SPEC:WLT-004:frontend-shared","services/wlt/frontend/shared/wallet-finance-summary","","fragment:EXT-0263","wlt","wlt","none","shared","app-client|app-partner|app-captain|control-panel","wallet-finance-summary","WLT-004","wlt-read-only","frontend-shared","planned-frontend-shared","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0264","SPEC:WLT-004:screen","services/wlt/frontend/control-panel/wallet-finance/wallet-finance-summary/CommissionCodReferenceScreen.tsx","component:CommissionCodReferenceScreen","fragment:EXT-0264","wlt","wlt","wallet-finance","control-panel","","wallet-finance-summary","WLT-004","wlt-read-only","screen","planned-screen","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0265","SPEC:WLT-004:route","services/wlt/frontend/control-panel/wallet-finance/wallet-finance-summary/CommissionCodReferenceRoute.tsx","section:wallet-finance","fragment:EXT-0265","wlt","wlt","wallet-finance","control-panel","","wallet-finance-summary","WLT-004","wlt-read-only","route","planned-route","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0266","SPEC:WLT-004:app-mount","apps/control-panel","section:wallet-finance","fragment:EXT-0266","wlt","wlt","wallet-finance","shared","","wallet-finance-summary","WLT-004","wlt-read-only","app-mount","planned-app-mount","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0267","SPEC:WLT-004:docker","infra/docker/profiles/wlt","section:wallet-finance","fragment:EXT-0267","wlt","wlt","wallet-finance","infra","","wallet-finance-summary","WLT-004","wlt-read-only","docker","planned-docker","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0268","SPEC:WLT-004:guard","services/wlt/guards/wlt-004","section:wallet-finance","fragment:EXT-0268","wlt","wlt","wallet-finance","shared","","wallet-finance-summary","WLT-004","wlt-read-only","guard","planned-guard","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0269","SPEC:PLATFORM-001:evidence","tools/registry/runs/WLT-004-<SESSION>","section:platform","fragment:EXT-0269","core","core","none","evidence","","platform-readiness","PLATFORM-001","none","evidence","planned-evidence","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0270","SPEC:WLT-004:visual-reference","DONOR_VISUAL_REFERENCE:WLT-004","section:wallet-finance","fragment:EXT-0270","wlt","wlt","wallet-finance","reference","","wallet-finance-summary","WLT-004","wlt-read-only","visual-reference","planned-visual-reference","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-004 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-004 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0271","SPEC:WLT-005:governance","services/wlt/service.manifest.ts","section:wallet-finance","fragment:EXT-0271","wlt","wlt","wallet-finance","shared","","minimal-ledger-reference","WLT-005","wlt-read-only","governance","service-manifest","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0272","SPEC:WLT-005:domain","services/wlt/domain/minimal-ledger-reference/minimal-ledger-reference.types.ts","section:wallet-finance","fragment:EXT-0272","wlt","wlt","wallet-finance","shared","","minimal-ledger-reference","WLT-005","wlt-read-only","domain","planned-domain","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0273","SPEC:WLT-005:contract","services/wlt/contracts/wlt.openapi.yaml","contract:WLT-005","fragment:EXT-0273","wlt","wlt","wallet-finance","shared","","minimal-ledger-reference","WLT-005","wlt-read-only","contract","planned-contract","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0274","SPEC:WLT-005:database","services/wlt/database/migrations/wlt-005_minimal_ledger_reference.sql","section:wallet-finance","fragment:EXT-0274","wlt","wlt","wallet-finance","shared","","minimal-ledger-reference","WLT-005","wlt-read-only","database","planned-database","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0275","SPEC:WLT-005:backend","services/wlt/backend/minimal-ledger-reference","section:wallet-finance","fragment:EXT-0275","wlt","wlt","wallet-finance","backend","","minimal-ledger-reference","WLT-005","wlt-read-only","backend","planned-backend","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0276","SPEC:WLT-005:client","services/wlt/clients/generated/minimal-ledger-reference","section:wallet-finance","fragment:EXT-0276","wlt","wlt","wallet-finance","shared","","minimal-ledger-reference","WLT-005","wlt-read-only","client","planned-client","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0277","SPEC:WLT-005:frontend-shared","services/wlt/frontend/shared/minimal-ledger-reference","","fragment:EXT-0277","wlt","wlt","none","shared","app-client|app-partner|app-captain|control-panel","minimal-ledger-reference","WLT-005","wlt-read-only","frontend-shared","planned-frontend-shared","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0278","SPEC:WLT-005:screen","services/wlt/frontend/control-panel/wallet-finance/minimal-ledger-reference/MinimalLedgerReferenceScreen.tsx","component:MinimalLedgerReferenceScreen","fragment:EXT-0278","wlt","wlt","wallet-finance","control-panel","","minimal-ledger-reference","WLT-005","wlt-read-only","screen","planned-screen","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0279","SPEC:WLT-005:route","services/wlt/frontend/control-panel/wallet-finance/minimal-ledger-reference/MinimalLedgerReferenceRoute.tsx","section:wallet-finance","fragment:EXT-0279","wlt","wlt","wallet-finance","control-panel","","minimal-ledger-reference","WLT-005","wlt-read-only","route","planned-route","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0280","SPEC:WLT-005:app-mount","apps/control-panel","section:wallet-finance","fragment:EXT-0280","wlt","wlt","wallet-finance","shared","","minimal-ledger-reference","WLT-005","wlt-read-only","app-mount","planned-app-mount","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0281","SPEC:WLT-005:docker","infra/docker/profiles/wlt","section:wallet-finance","fragment:EXT-0281","wlt","wlt","wallet-finance","infra","","minimal-ledger-reference","WLT-005","wlt-read-only","docker","planned-docker","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0282","SPEC:WLT-005:guard","services/wlt/guards/wlt-005","section:wallet-finance","fragment:EXT-0282","wlt","wlt","wallet-finance","shared","","minimal-ledger-reference","WLT-005","wlt-read-only","guard","planned-guard","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0283","SPEC:PLATFORM-001:evidence","tools/registry/runs/WLT-005-<SESSION>","section:platform","fragment:EXT-0283","core","core","none","evidence","","platform-readiness","PLATFORM-001","none","evidence","planned-evidence","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0284","SPEC:WLT-005:visual-reference","DONOR_VISUAL_REFERENCE:WLT-005","section:wallet-finance","fragment:EXT-0284","wlt","wlt","wallet-finance","reference","","minimal-ledger-reference","WLT-005","wlt-read-only","visual-reference","planned-visual-reference","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","read-only-reference","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in WLT-005 evidence session","REWRITE_FROM_SPEC","implement only inside WLT-005 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","INVENTORY_ONLY","Keep inventory-only until preceding slices close"
"EXT-0285","SPEC:DSH-WLT-002:governance","services/dsh/service.manifest.ts","","fragment:EXT-0285","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","governance","service-manifest","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0286","SPEC:DSH-WLT-002:domain","services/dsh/domain/refund-bridge/refund-bridge.types.ts","","fragment:EXT-0286","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","domain","planned-domain","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0287","SPEC:DSH-WLT-002:contract","services/dsh/contracts/dsh.openapi.yaml","contract:DSH-WLT-002","fragment:EXT-0287","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","contract","planned-contract","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0288","SPEC:DSH-WLT-002:database","services/dsh/database/migrations/dsh-wlt-002_refund_bridge.sql","","fragment:EXT-0288","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","database","planned-database","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0289","SPEC:DSH-WLT-002:backend","services/dsh/backend/refund-bridge","","fragment:EXT-0289","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","backend","planned-backend","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0290","SPEC:DSH-WLT-002:client","services/dsh/clients/generated/refund-bridge","","fragment:EXT-0290","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","client","planned-client","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0291","SPEC:DSH-WLT-002:frontend-shared","services/dsh/frontend/shared/refund-bridge","","fragment:EXT-0291","dsh","dsh","none","shared","app-client|app-partner|app-captain|control-panel","refund-bridge","DSH-WLT-002","dsh-wlt","frontend-shared","planned-frontend-shared","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0292","SPEC:DSH-WLT-002:screen","services/dsh/frontend/shared/refund-bridge/RefundBridgeScreen.tsx","component:RefundBridgeScreen","fragment:EXT-0292","dsh","dsh","none","shared","app-client|app-partner|app-captain|control-panel","refund-bridge","DSH-WLT-002","dsh-wlt","screen","planned-screen","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0293","SPEC:DSH-WLT-002:route","services/dsh/frontend/shared/refund-bridge/RefundBridgeRoute.tsx","","fragment:EXT-0293","dsh","dsh","none","shared","app-client|app-partner|app-captain|control-panel","refund-bridge","DSH-WLT-002","dsh-wlt","route","planned-route","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","public @bthwani/ui-kit exports only","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0294","SPEC:DSH-WLT-002:app-mount","shared/app-shell","","fragment:EXT-0294","shared-app-shell","shared-app-shell","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","app-mount","planned-app-mount","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","unclear dsh/wlt ownership","keep donor as reference only","BLOCKED_NEEDS_EVIDENCE","Keep inventory-only until preceding slices close"
"EXT-0295","SPEC:DSH-WLT-002:docker","infra/docker/profiles/dsh","","fragment:EXT-0295","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","docker","planned-docker","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","unclear dsh/wlt ownership","keep donor as reference only","BLOCKED_NEEDS_EVIDENCE","Keep inventory-only until preceding slices close"
"EXT-0296","SPEC:DSH-WLT-002:guard","services/dsh/guards/dsh-wlt-002","","fragment:EXT-0296","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","guard","planned-guard","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0297","SPEC:DSH-WLT-002:evidence","tools/registry/runs/DSH-WLT-002-<SESSION>","","fragment:EXT-0297","core","core","none","shared","","identity-access","DSH-WLT-002","dsh-wlt","evidence","planned-evidence","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0298","SPEC:DSH-WLT-002:visual-reference","DONOR_VISUAL_REFERENCE:DSH-WLT-002","","fragment:EXT-0298","dsh","dsh","none","shared","","refund-bridge","DSH-WLT-002","dsh-wlt","visual-reference","planned-visual-reference","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","refund-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-002 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-002 after its entry gate","unclear dsh/wlt ownership","keep donor as reference only","BLOCKED_NEEDS_EVIDENCE","Keep inventory-only until preceding slices close"
"EXT-0299","SPEC:DSH-WLT-003:governance","services/dsh/service.manifest.ts","","fragment:EXT-0299","dsh","dsh","none","shared","","settlement-status-bridge","DSH-WLT-003","dsh-wlt","governance","service-manifest","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","settlement-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-003 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-003 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
"EXT-0300","SPEC:DSH-WLT-003:domain","services/dsh/domain/settlement-status-bridge/settlement-status-bridge.types.ts","","fragment:EXT-0300","dsh","dsh","none","shared","","settlement-status-bridge","DSH-WLT-003","dsh-wlt","domain","planned-domain","derive from approved service contract only","no runtime truth exists in target for this planned layer","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","settlement-status-required","not applicable","contract, unit, integration, negative, authorization, and runtime evidence required by layer","required in DSH-WLT-003 evidence session","REWRITE_FROM_SPEC","implement only inside DSH-WLT-003 after its entry gate","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","BLOCKED_NEEDS_WLT","Keep inventory-only until preceding slices close"
